nocontrat;exposition;zone;puissance;agevehicule;ageconducteur;bonus;marque;carburant;densite;region;nbre;no;garantie;cout
1152120;0.91;C;4;5;53;50;6;E;11;13;2;45058;1RC;198.05
1152200;1;B;6;12;42;50;2;D;53;13;1;36980;4BG;157.96
1152738;0.32;A;4;11;53;50;2;E;52;13;1;31180;4BG;1109.62
1152757;0.35;C;4;14;68;85;1;E;24;3;1;41593;1RC;235.28
1153233;1;E;5;1;34;68;3;E;93;7;1;41919;4BG;0
1153467;1;B;5;5;81;50;2;E;24;13;1;40438;1RC;223.43
1153517;0.49;D;5;0;41;50;2;D;52;13;1;39233;2DO;256.21
1154687;0.06;D;7;4;31;50;1;E;54;13;1;31911;1RC;1909.17
1154828;1;F;6;12;49;72;14;E;11;6;2;31147;1RC;0
1154828;1;F;6;12;49;72;14;E;11;6;2;31148;3VI;453.99
1154857;1;B;9;13;57;50;10;D;53;13;1;36958;4BG;260.2
1154904;0.69;C;6;1;33;54;3;D;52;11;1;43184;4BG;326.61
1155229;1;A;6;18;37;50;1;D;24;13;1;39715;4BG;1398.7
1155303;1;E;5;7;26;80;1;E;11;4;1;44917;1RC;63.26
1155502;1;D;4;5;40;51;4;D;82;12;1;46746;2DO;4429.32
1155547;1;A;4;11;32;99;3;D;24;0;1;46094;1RC;400.55
1155639;1;B;6;4;41;50;2;D;53;13;1;35335;4BG;356.81
1155644;1;C;5;2;42;57;6;D;24;10;1;44372;1RC;75.94
1155728;0.45;C;14;10;34;68;11;E;24;7;1;35458;1RC;1262.38
1156001;1;A;7;3;32;50;2;E;26;13;2;41226;2DO;304.77
1156001;1;A;7;3;32;50;2;E;26;13;2;41268;4BG;1128.12
1156136;1;B;7;6;43;50;10;D;24;13;2;44707;1RC;9536.85
1156136;1;B;7;6;43;50;10;D;24;13;2;44708;2DO;179.57
1156557;0.11;D;6;16;32;71;1;D;54;6;1;46364;4BG;818.97
1156853;1;E;4;1;46;50;1;E;82;13;1;38560;2DO;196.3
1156992;1;B;7;4;55;50;1;D;24;13;1;48689;4BG;282.2
1157289;0.95;A;4;10;48;50;6;E;24;13;1;38762;4BG;1128.12
1157708;0.04;D;10;9;62;50;5;D;82;13;2;45660;1RC;0
1157708;0.04;D;10;9;62;50;5;D;82;13;2;45661;2DO;0
1157879;0.6;C;5;0;42;56;2;E;53;13;2;36921;2DO;1049.48
1157879;0.6;C;5;0;42;56;2;E;53;13;2;36920;1RC;77.1
1157900;0.95;C;8;7;47;50;6;D;25;13;1;37916;4BG;0
1157967;0.7;E;7;5;59;90;2;E;52;2;2;31790;2DO;0
1157967;0.7;E;7;5;59;90;2;E;52;2;2;31789;1RC;165.78
1158002;0.55;E;4;12;27;90;2;E;52;2;1;40273;4BG;1879.91
1158561;1;D;6;6;26;112;1;D;24;-1;2;33223;2DO;91.64
1158561;1;D;6;6;26;112;1;D;24;-1;2;33518;1RC;572.51
1158707;1;C;7;2;59;50;1;E;24;13;2;45808;2DO;1128.12
1158707;1;C;7;2;59;50;1;E;24;13;2;45807;1RC;830.38
1158734;1;D;6;1;29;60;1;E;82;9;1;41055;1RC;326.55
1158759;1;C;6;5;42;52;2;D;24;13;2;47571;4BG;45.58
1158759;1;C;6;5;42;52;2;D;24;13;2;47412;4BG;836.89
1158850;1;F;9;3;45;50;13;E;11;13;1;44309;2DO;457.35
1159370;0.54;D;6;8;30;71;2;D;82;6;2;40990;2DO;3216.67
1159370;0.54;D;6;8;30;71;2;D;82;6;2;40991;3VI;125.95
1159380;1;D;9;14;30;64;2;E;82;8;1;41015;4BG;600.12
1159433;1;D;5;12;54;55;1;E;25;13;2;37914;3VI;72.93
1159433;1;D;5;12;54;55;1;E;25;13;2;37913;2DO;250.93
1159480;0.64;E;4;7;27;50;2;E;53;13;1;46512;4BG;123.89
1159659;1;B;6;17;62;50;1;E;24;13;1;36330;4BG;1128.12
1159733;1;D;6;15;57;71;5;E;82;6;1;41042;1RC;350.63
1160114;1;A;7;10;35;50;1;E;11;13;1;43476;4BG;423.93
1160410;1;D;8;1;37;50;6;D;53;13;1;45629;4BG;205.57
1160449;1;A;5;13;32;51;3;D;24;12;1;47784;4BG;102.45
1161025;1;C;6;3;29;50;3;D;24;13;2;40321;3VI;65.43
1161025;1;C;6;3;29;50;3;D;24;13;2;40322;4BG;1128.12
1161205;1;C;6;4;28;75;5;D;24;5;2;31149;1RC;1756.38
1161205;1;C;6;4;28;75;5;D;24;5;2;31150;2DO;298.68
1161351;0.22;C;7;5;27;95;1;D;24;1;1;40315;1RC;241.23
1161458;1;C;6;10;55;58;1;E;52;13;1;39162;4BG;0
1161694;0.37;E;4;6;53;95;4;D;93;1;1;41909;1RC;889.91
1161758;0.57;A;7;13;36;50;1;E;24;13;1;34858;2DO;1679.52
1161874;1;C;9;2;38;50;3;D;53;13;1;45618;2DO;26.63
1161884;0.76;E;6;17;50;50;1;E;93;13;2;40355;1RC;124.76
1161884;0.76;E;6;17;50;50;1;E;93;13;2;40209;4BG;744.88
1161900;0.46;A;7;0;52;50;2;E;25;13;1;33071;1RC;401.11
1162019;1;B;14;11;40;50;14;E;83;13;1;46632;4BG;0
1162427;1;A;5;1;56;50;2;D;24;13;2;47027;2DO;1087.72
1162427;1;A;5;1;56;50;2;D;24;13;2;47107;2DO;1167.67
1162576;0.22;C;6;2;31;72;4;D;24;6;1;47191;2DO;691.97
1162591;1;A;7;3;49;50;2;D;24;13;1;46038;2DO;699.61
1162983;1;C;4;5;80;50;1;E;24;13;1;44012;1RC;1647.84
1163198;0.61;B;5;13;35;60;2;D;24;9;1;42508;1RC;347.02
1163274;1;E;7;6;50;60;4;E;82;9;1;32348;4BG;1862.41
1163379;1;E;6;8;24;112;2;E;52;-1;1;31762;2DO;252.34
1164478;1;A;5;13;33;50;1;E;53;13;1;45569;1RC;1128.12
1164530;0.43;E;5;6;57;50;1;E;53;13;1;35176;1RC;0
1164771;0.56;C;4;16;44;72;1;E;24;6;1;41603;1RC;338.23
1165454;1;C;7;7;59;50;1;E;54;13;1;31924;4BG;1128.12
1165467;0.86;D;7;12;35;54;2;D;82;11;1;32416;1RC;281.36
1165828;1;A;7;15;32;51;1;E;24;12;1;49512;4BG;209.5
1165967;1;A;7;14;36;50;1;E;24;13;1;47085;4BG;85.59
1166070;0.12;E;5;2;28;95;2;D;53;1;1;34969;1RC;341.87
1166189;1;C;5;10;39;55;5;D;53;13;1;35807;3VI;326.83
1166354;0.22;D;6;3;34;57;1;E;24;10;1;33925;4BG;945.22
1166413;1;E;5;2;50;77;3;E;82;4;1;38521;2DO;498.48
1166438;1;F;5;3;47;50;2;D;11;13;1;40288;2DO;412.55
1167008;0.7;C;6;9;42;60;14;D;82;9;1;38235;1RC;110.77
1167167;1;A;7;5;30;57;5;E;24;10;3;37278;4BG;110.77
1167167;1;A;7;5;30;57;5;E;24;10;3;37289;4BG;457.35
1167167;1;A;7;5;30;57;5;E;24;10;3;37288;2DO;1435.31
1167250;0.39;C;4;10;50;54;6;E;53;11;1;35206;1RC;1776.31
1168763;1;B;6;5;30;85;2;D;53;3;2;35143;2DO;92.43
1168763;1;B;6;5;30;85;2;D;53;3;2;35168;4BG;75.69
1168823;1;C;5;5;32;51;1;E;82;12;1;38199;3VI;1194.7
1168866;0.36;A;6;7;50;50;1;D;24;13;1;47040;1RC;2336.89
1169060;1;A;10;5;80;50;1;E;24;13;1;46570;2DO;154.78
1169163;1;B;7;3;42;50;2;D;53;13;1;35164;4BG;380.11
1169947;1;D;6;1;32;72;3;E;25;6;1;32844;1RC;246.99
1170198;0.24;C;6;3;49;50;2;D;11;13;1;32815;4BG;340.87
1170313;1;C;6;6;44;50;1;D;24;13;1;34671;4BG;312.34
1170425;1;B;6;3;27;60;4;D;24;9;1;47229;4BG;260.11
1170763;1;D;10;8;38;50;13;E;54;13;1;31860;1RC;2637.45
1171060;0.58;C;6;10;63;50;2;D;24;13;2;41809;2DO;690.13
1171060;0.58;C;6;10;63;50;2;D;24;13;2;41810;4BG;4520.61
1171205;1;C;6;7;31;80;2;D;52;4;1;42857;1RC;151.06
1171334;1;B;6;12;35;54;2;D;82;11;1;48888;4BG;131.48
1171881;0.02;D;5;1;33;72;5;D;53;6;1;40515;3VI;118.51
1171939;1;E;10;5;53;80;5;D;82;4;1;41436;1RC;0
1172171;1;E;5;2;29;76;6;E;82;5;3;32492;4BG;0
1172171;1;E;5;2;29;76;6;E;82;5;3;32465;4BG;0
1172171;1;E;5;2;29;76;6;E;82;5;3;32464;3VI;329.35
1172245;1;D;6;3;43;50;3;D;24;13;1;39499;4BG;354.51
1172289;1;A;4;6;47;50;2;D;24;13;1;42237;4BG;218.51
1172754;1;A;5;13;48;50;1;D;25;13;1;32923;4BG;135.53
1172778;1;A;6;6;68;50;3;D;24;13;1;47008;4BG;231.91
1172920;0.7;F;6;13;45;50;1;E;11;13;2;38020;1RC;1128.12
1172920;0.7;F;6;13;45;50;1;E;11;13;2;38223;1RC;350.12
1173005;1;A;8;18;42;50;6;D;24;13;1;45742;4BG;110.05
1173630;1;E;5;2;47;50;2;E;82;13;2;38215;1RC;761.24
1173630;1;E;5;2;47;50;2;E;82;13;2;38205;3VI;357.94
1173684;1;E;6;6;68;50;4;E;52;13;2;39999;2DO;1484.03
1173684;1;E;6;6;68;50;4;E;52;13;2;39998;1RC;220.65
1174052;0.72;D;7;0;52;50;11;D;52;13;2;39990;4BG;350.08
1174228;0.74;E;6;0;79;50;10;D;93;13;1;43688;1RC;586.45
1174789;0.49;A;7;1;35;62;10;D;24;13;3;40224;4BG;1128.12
1174789;0.49;A;7;1;35;62;10;D;24;13;3;40082;1RC;0
1174855;1;E;5;9;28;57;1;E;72;10;1;34190;1RC;444.53
1175037;1;C;6;7;79;50;1;D;53;13;1;35726;1RC;2381.05
1175097;0.72;C;10;9;58;50;1;E;82;13;2;34438;1RC;198.99
1175097;0.72;C;10;9;58;50;1;E;82;13;2;34395;4BG;171.52
1175282;1;E;5;3;59;50;5;D;42;13;1;35669;1RC;435.13
1175344;1;A;6;11;21;62;6;E;24;13;2;31473;4BG;1128
1175344;1;A;6;11;21;62;6;E;24;13;2;31507;1RC;516.22
1175423;0.91;A;6;4;50;55;1;E;52;13;1;39551;3VI;364.12
1175441;0.31;C;7;0;31;71;1;E;93;6;1;48337;2DO;481.26
1175937;0.2;E;5;1;51;50;3;D;72;13;1;40607;1RC;1128
1176124;1;E;6;18;84;62;1;E;54;13;2;39662;1RC;0
1176124;1;E;6;18;84;62;1;E;54;13;2;39663;2DO;0
1176156;1;D;7;16;46;81;2;E;24;3;1;49953;1RC;245.13
1176267;1;A;6;6;31;51;1;D;25;12;1;32765;4BG;316.34
1176630;0.00821917808219178;D;4;10;32;64;1;E;91;8;2;45802;2DO;181.02
1176630;0.00821917808219178;D;4;10;32;64;1;E;91;8;2;45803;3VI;1112.62
1176687;0.7;B;4;11;52;62;6;D;54;13;1;43753;2DO;2379.42
1176762;0.09;C;4;21;46;62;2;E;52;13;3;42765;1RC;234.49
1176929;1;B;4;7;47;50;2;D;24;13;1;49341;4BG;1360.41
1176991;0.46;E;6;9;52;50;3;E;91;13;2;42281;2DO;1128.12
1176991;0.46;E;6;9;52;50;3;E;91;13;2;42280;1RC;83.85
1177067;0.87;B;7;5;53;50;1;E;24;13;1;48727;1RC;799.37
1177291;1;A;6;5;49;50;6;D;53;13;1;40552;3VI;142.95
1177378;0.8;C;5;4;81;50;2;E;82;13;1;34422;4BG;297.04
1177472;0.95;C;6;12;45;50;1;D;53;13;1;35991;4BG;418.82
1177808;0.8;D;6;7;50;54;2;D;41;11;1;37692;4BG;3997.76
1177811;0.67;C;6;4;42;50;13;E;53;13;2;35920;2DO;2039.51
1177811;0.67;C;6;4;42;50;13;E;53;13;2;35781;2DO;1128.12
1177940;1;A;6;5;61;52;5;E;24;13;2;33948;1RC;1647.75
1177940;1;A;6;5;61;52;5;E;24;13;2;33949;2DO;82.05
1178094;0.53;E;7;7;48;50;10;D;82;13;1;41340;3VI;3408.68
1178335;0.41;B;5;12;22;100;2;E;52;0;1;35367;1RC;205.24
1178381;1;E;5;14;44;50;2;E;11;13;1;44980;4BG;63.86
1178433;1;E;6;1;30;68;3;D;52;7;2;42874;1RC;0
1178433;1;E;6;1;30;68;3;D;52;7;2;43173;1RC;0
1178767;0.36;D;7;15;27;100;1;E;24;0;1;31173;1RC;1128.12
1179061;0.75;C;6;3;26;60;2;D;52;9;3;40006;1RC;91.54
1179061;0.75;C;6;3;26;60;2;D;52;9;3;40023;1RC;675.72
1179077;0.9;C;6;5;49;52;5;E;74;13;3;34650;2DO;0
1179077;0.9;C;6;5;49;52;5;E;74;13;3;34653;2DO;1128
1179077;0.9;C;6;5;49;52;5;E;74;13;3;34651;1RC;423.16
1179154;0.7;B;6;0;28;68;3;D;24;7;3;40211;2DO;0
1179154;0.7;B;6;0;28;68;3;D;24;7;3;40210;1RC;90.47
1179154;0.7;B;6;0;28;68;3;D;24;7;3;40212;4BG;1738.44
1179166;0.85;E;7;9;36;57;4;E;11;10;1;47833;2DO;297.4
1179266;0.75;D;9;2;39;50;2;E;24;13;2;37442;4BG;75.48
1179266;0.75;D;9;2;39;50;2;E;24;13;2;49836;2DO;469.58
1179267;0.75;D;7;0;58;50;11;D;24;13;1;37412;2DO;315.31
1179281;0.73;C;7;15;52;70;2;D;24;6;3;34909;2DO;0
1179281;0.73;C;7;15;52;70;2;D;24;6;3;34912;1RC;732.07
1179281;0.73;C;7;15;52;70;2;D;24;6;3;34913;2DO;584.8
1179409;0.55;B;6;5;49;56;2;D;53;13;2;35937;1RC;580.37
1179409;0.55;B;6;5;49;56;2;D;53;13;2;35940;2DO;0
1179443;0.43;C;4;2;49;55;2;E;24;13;2;39913;2DO;0
1179443;0.43;C;4;2;49;55;2;E;24;13;2;39912;1RC;909.85
1179450;0.83;A;5;0;47;50;1;D;25;13;1;32984;2DO;77.73
1179933;0.49;E;8;7;61;50;2;E;93;13;2;100242;3VI;1129.9
1179933;0.49;E;8;7;61;50;2;E;93;13;2;100243;1RC;3895.8
1180278;0.49;D;6;8;26;106;6;D;91;-1;1;100083;1RC;339
1180376;1;E;7;5;29;64;1;E;91;8;1;100526;4BG;255.94
1180433;1;B;6;2;46;58;1;D;73;13;1;100287;4BG;6734.3
1180781;0.91;A;5;3;36;50;1;D;73;13;1;100435;1RC;3359.82
1180802;0.99;D;5;5;35;76;13;D;91;5;1;99954;1RC;2094.95
1181119;0.5;D;7;16;25;125;1;D;93;-1;1;100127;1RC;1083.42
1181182;0.4;D;10;14;62;68;12;E;93;7;1;100055;1RC;1568.06
1181523;0.44;D;8;11;33;68;10;D;93;7;1;100091;1RC;1829.39
1181710;0.52;D;5;6;75;57;1;E;73;10;2;100011;2DO;6860.21
1181710;0.52;D;5;6;75;57;1;E;73;10;2;100012;1RC;-64.03
1181779;0.4;E;6;3;28;80;2;D;24;4;1;100087;2DO;1072.26
1181933;0.43;E;7;3;37;112;1;E;72;-1;1;100100;1RC;264.94
1182082;0.5;E;7;14;61;50;5;D;11;13;1;100273;4BG;306.31
1182259;0.38;E;7;6;38;85;1;D;93;3;1;100385;4BG;280.34
1182336;0.95;D;5;1;37;50;6;E;72;13;1;100396;4BG;483.82
1182955;0.93;D;5;7;29;72;3;D;24;6;1;100148;1RC;1602.64
1183043;0.5;E;4;4;56;65;4;D;93;7;1;100338;1RC;90.17
1183259;1;C;8;5;50;50;2;D;93;13;1;101288;4BG;1662.53
1183265;0.5;E;7;6;51;50;2;E;72;13;1;100295;1RC;121.26
1183348;0.5;E;6;6;51;50;2;D;11;13;1;100301;4BG;232.63
1183400;0.46;D;4;6;30;57;6;E;93;10;1;100261;4BG;228.61
1183508;0.96;E;7;0;51;50;2;D;24;13;1;100803;2DO;591.68
1183605;0.5;E;4;8;30;57;5;E;11;10;1;100666;3VI;72.93
1183758;1;E;7;11;41;50;2;D;93;13;2;99980;1RC;-3811.23
1183758;1;E;7;11;41;50;2;D;93;13;2;99981;1RC;311.91
1183784;1.01;A;9;0;60;50;2;E;24;13;1;100425;2DO;1657.3
1183992;0.5;D;6;7;47;50;1;D;93;13;1;100516;2DO;325.45
1184061;0.47;B;11;2;50;50;11;D;93;13;1;100084;4BG;572
1184142;1.18;D;5;1;26;80;2;E;93;4;1;101339;2DO;746.18
1184469;0.69;D;5;3;57;50;5;E;93;13;1;100720;2DO;344.22
1184584;0.5;D;11;2;36;50;3;E;82;13;1;100443;4BG;1964.15
1184857;0.5;D;6;9;25;76;1;D;93;5;1;100289;3VI;725.28
1185035;1;E;6;12;66;50;12;E;93;13;1;101617;1RC;80.22
1185044;0.5;E;6;4;31;100;6;E;11;0;1;100231;1RC;371.28
1185131;0.97;E;9;1;51;50;2;E;24;13;1;100414;4BG;465.75
1185166;0.5;C;4;10;51;92;2;E;91;1;1;100415;3VI;2920.67
1185177;0.48;E;8;11;36;67;3;E;93;7;1;100677;1RC;410.24
1185469;0.94;A;6;4;43;50;12;D;91;13;1;100356;4BG;14665
1185496;0.97;D;11;0;39;63;3;D;93;13;2;101562;3VI;6414.72
1185496;0.97;D;11;0;39;63;3;D;93;13;2;100737;3VI;634.54
1185730;0.5;E;7;3;54;50;1;D;11;13;1;100313;2DO;287.13
1186062;1.05;C;6;3;31;60;1;D;72;9;1;100397;4BG;597.2
1186544;0.5;C;4;3;42;56;2;D;82;13;1;100448;1RC;2169.63
1186664;0.5;E;6;8;41;50;4;D;72;13;1;101728;1RC;2385.42
1186681;0.5;C;4;2;31;85;2;E;91;3;2;100538;2DO;3656.58
1186681;0.5;C;4;2;31;85;2;E;91;3;2;100539;1RC;265.34
1186708;0.5;C;6;4;51;85;2;D;93;3;1;100386;4BG;295.82
1186988;0.29;C;7;8;68;50;1;D;52;13;1;100606;1RC;1373.66
1187041;1.05;C;6;11;53;50;1;D;93;13;1;100721;1RC;13979.85
1187163;0.61;C;5;1;43;50;2;D;93;13;1;101394;3VI;6156.66
1187285;0.28;F;6;6;30;100;2;D;11;0;1;100348;1RC;10010.35
1187609;0.5;D;9;1;54;50;2;E;93;13;1;100781;2DO;2767.52
1188085;0.96;C;9;10;48;67;1;E;93;7;1;99977;1RC;478.32
1188316;0.3;E;9;2;55;50;6;D;72;13;1;100353;4BG;357.37
1188339;1;E;7;13;61;52;2;E;91;13;1;101814;1RC;1073.24
1188901;1;A;4;23;43;50;1;E;91;13;1;102571;1RC;180.64
1188976;0.49;C;14;11;50;50;11;E;91;13;1;101406;4BG;257.84
1189000;0.49;C;9;12;53;50;1;E;93;13;1;100809;3VI;682.57
1189072;0.49;D;4;18;33;76;1;E;93;5;2;100015;1RC;350.61
1189072;0.49;D;4;18;33;76;1;E;93;5;2;100014;1RC;904.41
1189149;0.49;C;7;11;37;80;12;E;93;4;1;100554;1RC;231.57
1189270;0.49;B;8;11;29;81;1;D;73;3;1;100351;4BG;1215.17
1189540;0.44;C;7;2;41;50;3;D;82;13;1;100610;1RC;241.07
1189790;0.08;C;6;3;31;54;1;D;53;11;1;100454;4BG;6006.23
1189960;0.21;D;15;3;32;72;12;E;83;6;1;100017;2DO;1915.02
1190073;0.94;E;7;2;76;50;12;E;82;13;1;100452;1RC;4666.65
1190157;0.83;D;7;4;48;50;2;E;93;13;1;100346;1RC;399.43
1190209;0.76;C;6;0;46;50;1;D;31;13;1;100654;2DO;372.58
1190375;0.49;C;9;2;29;55;1;D;22;13;1;103805;4BG;7008.44
1190904;1;A;6;5;27;68;2;D;93;7;1;101560;3VI;565.75
1190948;0.49;E;7;3;64;60;3;D;91;9;1;101928;1RC;378.2
1191347;0.92;F;6;1;41;53;14;E;11;13;1;101835;4BG;248.14
1191490;0.42;E;7;2;27;72;1;D;93;6;2;100562;4BG;248.15
1191490;0.42;E;7;2;27;72;1;D;93;6;2;100887;4BG;1415.34
1191989;0.38;E;6;0;67;50;1;E;93;13;1;100302;3VI;265.08
1192240;0.93;C;9;10;31;60;3;E;31;9;1;100740;1RC;7000
1192398;0.49;D;6;9;55;51;3;D;93;12;1;100958;1RC;698.99
1192491;0.49;E;7;2;64;55;4;D;83;13;1;100814;4BG;443.05
1192533;0.49;A;12;1;47;63;10;E;91;13;1;100857;4BG;305.09
1192780;0.25;D;5;0;51;57;2;D;91;10;1;100821;4BG;1759.59
1192823;1;C;5;1;57;50;2;E;11;13;1;103550;1RC;2472.66
1193182;0.67;D;7;4;53;50;3;D;73;13;2;101781;1RC;354.09
1193182;0.67;D;7;4;53;50;3;D;73;13;2;101387;4BG;386.16
1193425;0.9;C;7;1;48;50;1;E;73;13;1;100759;1RC;1688.6
1193709;0.5;E;7;9;41;50;1;E;93;13;1;101433;1RC;367.66
1194157;0.25;D;6;2;44;57;2;D;23;10;1;101299;4BG;249.26
1194209;0.94;C;6;5;28;85;2;D;91;3;1;101900;4BG;298.25
1194371;0.59;D;6;10;47;50;2;D;93;13;1;102040;1RC;1384.02
1195211;1;E;5;3;60;50;5;E;93;13;1;101926;1RC;1865.01
1195233;1;F;8;13;32;72;1;D;11;6;1;103521;1RC;1352.6
1195376;0.49;E;4;10;47;65;3;D;23;7;1;101595;1RC;155.34
1195472;0.23;D;5;0;32;76;2;D;93;5;1;101282;1RC;243.29
1195690;1.1;C;6;9;44;50;1;E;24;13;1;101298;4BG;106
1195824;1;E;4;3;61;50;3;D;93;13;1;104152;1RC;143.45
1195855;0.99;C;5;5;32;57;3;D;82;10;1;101752;2DO;793.89
1195911;0.08;C;7;0;51;50;1;D;91;13;1;100905;1RC;2000
1196114;0.08;E;5;1;25;76;10;D;93;5;2;100046;2DO;4436.44
1196114;0.08;E;5;1;25;76;10;D;93;5;2;100047;1RC;794.63
1196630;0.46;D;5;4;56;50;5;D;93;13;1;101473;1RC;1053.94
1196753;0.47;E;5;0;26;90;1;D;24;2;4;100985;2DO;79.31
1196753;0.47;E;5;0;26;90;1;D;24;2;4;100986;1RC;335.87
1196800;0.96;C;5;8;32;63;5;D;73;13;1;101861;4BG;222.31
1196996;0.24;E;5;8;29;85;2;E;31;3;1;101598;4BG;297.47
1197103;0.26;E;7;6;38;66;4;D;11;7;1;102224;4BG;739.67
1197494;0.92;E;7;9;31;50;11;D;93;13;1;101419;4BG;550.83
1197702;0.98;C;12;14;33;57;12;E;11;10;1;101625;4BG;1241.95
1198137;1;E;6;10;72;50;1;D;82;13;1;100371;1RC;14338.07
1198184;0.39;C;14;4;40;76;13;E;31;5;1;101828;2DO;10000
1198319;0.97;D;6;3;54;50;3;D;91;13;1;103902;3VI;102.05
1198486;0.98;A;6;0;43;50;2;D;82;13;1;102078;4BG;329.5
1198759;0.97;D;7;5;35;50;2;E;73;13;1;102092;1RC;3771.69
1198798;0.49;D;6;9;38;54;12;D;31;11;1;102512;2DO;286.19
1198808;1.3;C;7;4;40;78;5;E;72;4;1;103759;4BG;540.36
2000414;0.87;D;6;1;76;50;12;E;72;13;1;16611;1RC;509.13
2000462;0.87;F;6;2;47;90;12;E;11;2;1;14721;4BG;440.1
2000541;0.96;C;8;3;57;78;6;D;11;4;2;16753;4BG;318.83
2000541;0.96;C;8;3;57;78;6;D;11;4;2;14594;3VI;481.05
2000581;0.12;D;6;4;54;50;12;D;91;13;1;15007;4BG;0
2000916;0.87;E;4;2;57;50;12;E;93;13;2;15212;1RC;1065.2
2000916;0.87;E;4;2;57;50;12;E;93;13;2;15211;2DO;1416.18
2001057;0.87;A;4;2;31;68;12;E;26;7;1;15797;2DO;646.41
2001075;0.87;F;10;2;67;50;12;E;11;13;2;15687;2DO;1172
2001075;0.87;F;10;2;67;50;12;E;11;13;2;15688;1RC;793.41
2001325;0.87;E;7;2;55;50;12;D;82;13;2;16369;2DO;-418.57
2001325;0.87;E;7;2;55;50;12;D;82;13;2;16220;2DO;632.7
2001740;0.8;E;7;3;51;50;12;E;11;13;1;16254;4BG;1477.65
2001853;0.2;C;5;2;61;93;12;D;93;1;1;14796;2DO;356.68
2002145;0.8;E;6;10;26;106;12;E;24;-1;1;15493;1RC;277.17
2002397;0.42;D;5;2;41;50;12;E;91;13;1;16008;2DO;502.4
2002420;0.71;D;6;2;32;54;12;D;93;11;1;16183;4BG;1274.22
2002548;0.71;E;4;2;56;50;12;E;72;13;1;16915;2DO;-229.34
2002666;0.28;C;5;2;52;50;12;E;11;13;1;12919;2DO;90.23
2002740;0.71;D;6;2;47;50;12;E;22;13;2;16384;2DO;1172
2002740;0.71;D;6;2;47;50;12;E;22;13;2;16385;1RC;5496.92
2002749;0.71;C;7;2;51;50;12;D;93;13;3;15259;1RC;5469.68
2002749;0.71;C;7;2;51;50;12;D;93;13;3;15258;1RC;1714.42
2002749;0.71;C;7;2;51;50;12;D;93;13;3;15257;2DO;853.36
2002776;0.71;E;5;2;42;106;12;E;11;-1;1;15808;2DO;0
2002780;0.71;E;6;5;41;50;12;D;22;13;1;15537;2DO;0
2002945;0.71;C;4;2;42;54;12;E;82;11;1;16803;2DO;0
2002950;0.71;D;6;6;39;85;12;E;91;3;2;17074;1RC;0
2002950;0.71;D;6;6;39;85;12;E;91;3;2;17073;2DO;323.97
2003070;0.28;A;6;9;32;85;3;D;73;3;1;15303;4BG;538.85
2003504;0.66;D;6;2;45;50;12;D;73;13;2;17183;4BG;635.81
2003504;0.66;D;6;2;45;50;12;D;73;13;2;15564;4BG;1016.56
2003586;0.35;C;5;2;39;62;12;E;72;13;1;16185;2DO;508.65
2003715;0.36;E;6;2;73;50;12;E;11;13;1;15157;2DO;464.8
2003760;0.36;C;4;2;37;51;12;E;91;12;2;14683;4BG;1968.29
2003760;0.36;C;4;2;37;51;12;E;91;12;2;15043;2DO;0
2004115;0.28;B;6;2;38;63;12;D;11;13;2;14557;1RC;3061.32
2004115;0.28;B;6;2;38;63;12;D;11;13;2;14556;2DO;0
2004293;0.54;C;9;2;44;50;12;E;91;13;1;16238;2DO;753.74
2004545;0.54;A;10;2;71;50;12;D;24;13;1;16548;3VI;129.35
2004616;0.54;D;5;2;51;50;12;E;41;13;1;15854;4BG;189.33
2005030;0.45;E;6;2;48;50;12;E;11;13;2;15035;2DO;1083.79
2005030;0.45;E;6;2;48;50;12;E;11;13;2;15118;2DO;756.37
2005079;0.45;F;9;2;43;53;12;D;11;13;1;15466;4BG;610.79
2005605;0.16;E;11;5;52;50;10;E;54;13;1;14626;2DO;556.14
2005815;0.36;E;6;4;28;90;12;E;82;2;5;16172;5CO;0
2005815;0.36;E;6;4;28;90;12;E;82;2;5;16277;1RC;1127.86
2006136;0.61;A;7;2;47;50;12;D;82;13;2;14840;2DO;1172
2006275;0.61;B;4;2;31;68;12;E;11;7;1;15096;1RC;1213.54
2006467;0.38;D;6;2;36;50;12;E;72;13;1;17104;2DO;1664.33
2006813;0.7;C;6;3;34;51;12;D;82;12;1;14862;2DO;1121.71
2006941;0.7;D;5;2;71;50;12;E;11;13;3;14653;2DO;750.69
2006941;0.7;D;5;2;71;50;12;E;11;13;3;14207;2DO;1172
2006941;0.7;D;5;2;71;50;12;E;11;13;3;14654;1RC;283.48
2007185;0.7;D;5;2;52;50;12;E;91;13;1;15948;2DO;1935.64
2007960;0.78;C;6;6;38;66;12;D;91;7;1;16086;1RC;114.62
2008318;0.78;C;4;2;34;50;12;E;73;13;2;15746;3VI;2343.35
2008318;0.78;C;4;2;34;50;12;E;73;13;2;14755;2DO;976.35
2008321;0.56;E;6;3;64;50;12;D;11;13;1;15559;4BG;597.52
2008346;0.87;D;6;2;23;90;12;E;41;2;1;15069;4BG;0
2008812;0.87;E;6;2;42;51;12;E;11;12;1;15432;2DO;356.37
2008985;0.87;D;7;2;54;58;12;E;73;13;1;14652;2DO;1172
2009138;0.95;D;7;2;39;50;12;D;93;13;2;15979;1RC;322.55
2009138;0.95;D;7;2;39;50;12;D;93;13;2;15978;2DO;1400
